site_id,date,visit_no,season,location,snail_id,snail_no,sex,shell_height_mm,infection_status,trematode_species,snail_quadrat_no,snail_density,lt_height_ft,water_temp_C,air_temp_C,salinity_ppt,grass_quadrat_no,water_depth_cm,quadrat_distance_m,shoot_density,grass_species_1,no_blades_1,blade1_length_cm_1,blade2_length_cm_1,blade3_length_cm_1,blade4_length_cm_1,blade5_length_cm_1,grass_species_2,no_blades_2,blade1_length_cm_2,blade2_length_cm_2,blade3_length_cm_2,blade4_length_cm_2,blade5_length_cm_2,tin_wt_g,dry_filter_wt_g,tin_dry_filter_wt_g,wet_filter_wt_g,tin_filter_epibiont_wt_g,epibiont_biomass_mg,foil_wt_g,grass_dry_wt_g
JL,20240520,1,early summer,bogue,JL_1_39,39,1,16.8,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240520,1,early summer,bogue,JL_1_40,40,1,18.8,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240520,1,early summer,bogue,JL_1_41,41,1,15.6,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240520,1,early summer,bogue,JL_1_42,42,0,15,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240520,1,early summer,bogue,JL_1_43,43,1,16.2,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240520,1,early summer,bogue,JL_1_44,44,1,14.3,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240520,1,early summer,bogue,JL_1_45,45,0,18.4,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240520,1,early summer,bogue,JL_1_46,46,1,14.7,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240520,1,early summer,bogue,JL_1_47,47,1,14.4,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240520,1,early summer,bogue,JL_1_48,48,1,14.3,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240520,1,early summer,bogue,JL_1_49,49,0,15.2,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240520,1,early summer,bogue,JL_1_50,50,1,17.4,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240520,1,early summer,bogue,JL_1_51,51,1,18,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240520,1,early summer,bogue,JL_1_52,52,0,15.4,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240520,1,early summer,bogue,JL_1_53,53,1,16.2,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240520,1,early summer,bogue,JL_1_54,54,1,16.3,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240520,1,early summer,bogue,JL_1_55,55,1,16,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240520,1,early summer,bogue,JL_1_56,56,1,17.6,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240520,1,early summer,bogue,JL_1_57,57,0,15.3,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240520,1,early summer,bogue,JL_1_58,58,1,16.8,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240520,1,early summer,bogue,JL_1_59,59,1,17.2,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240520,1,early summer,bogue,JL_1_60,60,1,14.5,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240520,1,early summer,bogue,JL_1_61,61,0,16.5,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240520,1,early summer,bogue,JL_1_62,62,1,15.7,1,ZL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240520,1,early summer,bogue,JL_1_63,63,0,14.9,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240520,1,early summer,bogue,JL_1_64,64,1,16.5,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240520,1,early summer,bogue,JL_1_65,65,1,16,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240520,1,early summer,bogue,JL_1_66,66,1,12.6,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240520,1,early summer,bogue,JL_1_67,67,0,16.2,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240520,1,early summer,bogue,JL_1_68,68,1,17.7,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240520,1,early summer,bogue,JL_1_69,69,0,16.7,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240520,1,early summer,bogue,JL_1_70,70,0,16.8,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240520,1,early summer,bogue,JL_1_71,71,1,17.2,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240520,1,early summer,bogue,JL_1_72,72,1,16,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240520,1,early summer,bogue,JL_1_73,73,1,18,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240520,1,early summer,bogue,JL_1_74,74,1,13.3,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240520,1,early summer,bogue,JL_1_75,75,1,15.3,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240520,1,early summer,bogue,JL_1_76,76,1,16.2,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240520,1,early summer,bogue,JL_1_77,77,1,17,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240520,1,early summer,bogue,JL_1_78,78,0,16,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240520,1,early summer,bogue,JL_1_79,79,1,17.7,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240520,1,early summer,bogue,JL_1_80,80,0,15.2,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240520,1,early summer,bogue,JL_1_81,81,1,15,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240520,1,early summer,bogue,JL_1_82,82,1,17.5,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240520,1,early summer,bogue,JL_1_83,83,0,16.1,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240520,1,early summer,bogue,JL_1_84,84,0,14.5,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240520,1,early summer,bogue,JL_1_85,85,0,15,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240520,1,early summer,bogue,JL_1_86,86,0,16.6,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240520,1,early summer,bogue,JL_1_87,87,1,15.5,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240520,1,early summer,bogue,JL_1_88,88,1,13,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240520,1,early summer,bogue,JL_1_89,89,0,16.4,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240520,1,early summer,bogue,JL_1_90,90,1,17.1,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240520,1,early summer,bogue,JL_1_91,91,0,16.5,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240520,1,early summer,bogue,JL_1_92,92,0,15.2,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240520,1,early summer,bogue,JL_1_93,93,1,15.8,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240520,1,early summer,bogue,JL_1_94,94,1,14.4,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240520,1,early summer,bogue,JL_1_95,95,1,15.5,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240520,1,early summer,bogue,JL_1_96,96,0,15.2,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240520,1,early summer,bogue,JL_1_97,97,1,16.1,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240520,1,early summer,bogue,JL_1_98,98,1,15.2,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240520,1,early summer,bogue,JL_1_99,99,1,14.3,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240520,1,early summer,bogue,JL_1_100,100,1,14.7,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_01,1,1,17.7,0,,Q1,9,-0.1,30.4,29.4,30.78,Q1,37,6.08,10,,,,,,,,zostera,5,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_02,2,1,18.4,0,,Q2,21,,,,,Q2,33,7.02,55,halodule,5,,,,,,zostera,5,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_03,3,1,17.1,0,,Q3,3,,,,,Q3,39,9.46,96,halodule,5,,,,,,zostera,5,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_04,4,1,17.3,0,,Q4,1,,,,,Q4,35,6.45,215,halodule,5,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_05,5,0,16.5,0,,Q5,11,,,,,Q5,22,7.62,190,halodule,5,,,,,,zostera,5,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_06,6,1,19.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_07,7,1,17.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_08,8,1,17.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_09,9,0,17.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_10,10,1,18.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_11,11,1,18.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_12,12,1,18.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_13,13,1,19.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_14,14,0,15.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_15,15,1,19.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_16,16,0,17.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_17,17,1,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_18,18,1,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_19,19,0,18.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_20,20,1,18.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_21,21,1,18.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_22,22,1,18.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_23,23,1,18.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_24,24,1,16.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_25,25,1,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_26,26,1,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_27,27,1,16.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_28,28,1,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_29,29,1,18.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_30,30,1,16.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_31,31,1,18.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_32,32,1,18.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_33,33,1,15.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_34,34,1,16.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_35,35,1,18.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_36,36,1,16.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_37,37,0,17.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_38,38,1,16.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_39,39,1,18.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_40,40,1,18.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_41,41,1,18.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_42,42,1,18.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_43,43,1,18.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_44,44,1,16.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_45,45,1,19.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_46,46,0,15.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_47,47,1,17.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_48,48,1,17.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_49,49,1,19.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_50,50,1,16.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_51,51,0,19.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_52,52,0,16.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_53,53,1,17.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_54,54,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_55,55,1,16.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_56,56,1,16.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_57,57,1,15.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_58,58,1,19.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_59,59,1,18.4,1,ZL ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_60,60,0,16.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_61,61,1,17.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_62,62,1,16.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_63,63,1,20.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_64,64,1,18.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_65,65,1,16.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_66,66,1,15.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_67,67,1,17.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_68,68,1,18.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_69,69,1,17.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_70,70,1,16.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_71,71,1,16.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_72,72,1,18.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_73,73,1,18.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_74,74,1,18.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_75,75,0,17.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_76,76,1,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_77,77,0,17.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_78,78,1,17.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_79,79,1,13.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_80,80,1,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_81,81,1,18.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_82,82,1,17.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_83,83,1,18.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_84,84,1,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_85,85,1,17.2,1,ZL ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_86,86,0,17.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_87,87,1,16.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_88,88,0,17.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_89,89,1,16.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_90,90,1,19.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_91,91,0,19.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_92,92,1,18.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_93,93,1,17.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_94,94,0,16.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_95,95,1,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_96,96,1,17.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_97,97,0,16.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_98,98,0,17.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_99,99,1,20.1,1,LS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240520,1,early summer,bogue,RM_1_100,100,1,15.6,1,LS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240520,1,early summer,bogue,SP_1_01,1,1,12.1,0, ,Q1,76,0.1,21.8,22,30.1,Q1,40,3.37,0,,,,,,,,,,,,,,,,,,,,,,
SP,20240520,1,early summer,bogue,SP_1_02,2,1,14.3,0, ,Q2,39,,,,,Q2,36,6.31,8,halodule,5,,,,,,,,,,,,,,,,,,,,
SP,20240520,1,early summer,bogue,SP_1_03,3,0,16.3,0, ,Q3,47,,,,,Q3,37,4.93,156,halodule,5,,,,,,,,,,,,,,,,,,,,
SP,20240520,1,early summer,bogue,SP_1_04,4,1,16,0, ,Q4,44,,,,,Q4,36,4.71,361,halodule,5,,,,,,zostera,5,,,,,,,,,,,,,
SP,20240520,1,early summer,bogue,SP_1_05,5,0,17.5,0, ,Q5,15,,,,,Q5,35,7.64,91,halodule,5,,,,,,,,,,,,,,,,,,,,
SP,20240520,1,early summer,bogue,SP_1_06,6,1,16.7,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240520,1,early summer,bogue,SP_1_07,7,1,17.3,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240520,1,early summer,bogue,SP_1_08,8,1,16.1,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240520,1,early summer,bogue,SP_1_09,9,0,16.7,1,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240520,1,early summer,bogue,SP_1_10,10,1,18.6,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240520,1,early summer,bogue,SP_1_11,11,0,15.3,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240520,1,early summer,bogue,SP_1_12,12,1,18,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240520,1,early summer,bogue,SP_1_13,13,1,16.2,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240520,1,early summer,bogue,SP_1_14,14,1,17.4,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240520,1,early summer,bogue,SP_1_15,15,0,13.8,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240520,1,early summer,bogue,SP_1_16,16,1,15.8,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240520,1,early summer,bogue,SP_1_17,17,0,12.9,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240520,1,early summer,bogue,SP_1_18,18,1,13.2,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240520,1,early summer,bogue,SP_1_19,19,0,17.8,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240520,1,early summer,bogue,SP_1_20,20,1,17,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240520,1,early summer,bogue,SP_1_21,21,0,13.3,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240520,1,early summer,bogue,SP_1_22,22,1,16.6,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240520,1,early summer,bogue,SP_1_23,23,1,17.9,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240520,1,early summer,bogue,SP_1_24,24,1,14.2,1,SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240520,1,early summer,bogue,SP_1_25,25,1,18.4,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240520,1,early summer,bogue,SP_1_26,26,1,18.7,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240520,1,early summer,bogue,SP_1_27,27,1,15.6,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240520,1,early summer,bogue,SP_1_28,28,1,18.5,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240520,1,early summer,bogue,SP_1_29,29,1,16.8,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240520,1,early summer,bogue,SP_1_30,30,1,15.3,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240520,1,early summer,bogue,SP_1_31,31,0,15.5,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240520,1,early summer,bogue,SP_1_32,32,1,16.1,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240520,1,early summer,bogue,SP_1_33,33,0,17,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240520,1,early summer,bogue,SP_1_34,34,0,18.2,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240520,1,early summer,bogue,SP_1_35,35,1,16.2,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240520,1,early summer,bogue,SP_1_36,36,0,15.4,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,20240520,1,early summer,bogue,SP_1_37,37,1,17.3,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
